timestamp,fused_px,fused_py,fused_vx,fused_vy,fusion_variance
0.180691,-168.602400,-115.396600,-0.474000,-0.333000,0.007520
0.280810,-168.649800,-115.429900,-0.474000,-0.333000,0.007520
0.380893,-168.697200,-115.463100,-0.474000,-0.333000,0.007520
0.480955,-168.744600,-115.496400,-0.474000,-0.333000,0.007520
0.580826,-168.792000,-115.529700,-0.474000,-0.333000,0.007520
0.680993,-168.792000,-115.529700,-0.474000,-0.333000,0.007520
0.780937,-168.792000,-115.529700,-0.474000,-0.333000,0.007520
0.880690,-168.934200,-115.629500,-0.474000,-0.333000,0.007520
0.980710,-168.981600,-115.662700,-0.474000,-0.333000,0.007520
1.080763,-169.029000,-115.696000,-0.474000,-0.333000,0.007520
1.180628,-169.076400,-115.729300,-0.474000,-0.333000,0.007520
1.280752,-169.123800,-115.762500,-0.474000,-0.333000,0.007520
1.380718,-169.171200,-115.795800,-0.474000,-0.333000,0.007520
1.480745,-169.218600,-115.829100,-0.474000,-0.333000,0.007520
1.580754,-169.266000,-115.862300,-0.474000,-0.333000,0.007520
1.680788,-169.313400,-115.895600,-0.474000,-0.333000,0.007520
1.780836,-169.360800,-115.928900,-0.474000,-0.333000,0.007520
1.880594,-169.408200,-115.962100,-0.474000,-0.333000,0.007520
1.980915,-169.455600,-115.995400,-0.474000,-0.333000,0.007520
2.080803,-169.503100,-116.028700,-0.474000,-0.333000,0.007520
2.180737,-169.550500,-116.061900,-0.474000,-0.333000,0.007520
2.280625,-169.597900,-116.095200,-0.474000,-0.333000,0.007520
2.380743,-169.645300,-116.128500,-0.474000,-0.333000,0.007520
2.480757,-169.692700,-116.161700,-0.474000,-0.333000,0.007520
2.580747,-169.740100,-116.195000,-0.474000,-0.333000,0.007520
2.680732,-169.787500,-116.228300,-0.474000,-0.333000,0.007520
2.780741,-169.834900,-116.261500,-0.474000,-0.333000,0.007520
2.880719,-169.882300,-116.294800,-0.474000,-0.333000,0.007520
2.980741,-169.929700,-116.328100,-0.474000,-0.333000,0.007520
3.080782,-169.977100,-116.361300,-0.474000,-0.333000,0.007520
3.180748,-170.024500,-116.394600,-0.474000,-0.333000,0.007520
3.280731,-170.071900,-116.427900,-0.474000,-0.333000,0.007520
3.380794,-170.119300,-116.461100,-0.474000,-0.333000,0.007520
3.480795,-170.166700,-116.494400,-0.474000,-0.333000,0.007520
3.580638,-170.214100,-116.527700,-0.474000,-0.333000,0.007520
3.680734,-170.261500,-116.560900,-0.474000,-0.333000,0.007520
3.780732,-170.308900,-116.594200,-0.474000,-0.333000,0.007520
3.880783,-170.356300,-116.627500,-0.474000,-0.333000,0.007520
3.980774,-170.403700,-116.660700,-0.474000,-0.333000,0.007520
4.080770,-170.451100,-116.694000,-0.474000,-0.333000,0.007520
4.180768,-170.498500,-116.727300,-0.474000,-0.333000,0.007520
4.280766,-170.545900,-116.760500,-0.474000,-0.333000,0.007520
4.380762,-170.593300,-116.793800,-0.474000,-0.333000,0.007520
4.480769,-170.640700,-116.827100,-0.474000,-0.333000,0.007520
4.580747,-170.688100,-116.860300,-0.474000,-0.333000,0.007520
4.680842,-170.735500,-116.893600,-0.474000,-0.333000,0.007520
4.781023,-170.782900,-116.926900,-0.474000,-0.333000,0.007520
4.880806,-170.830300,-116.960100,-0.474000,-0.333000,0.007520
4.980674,-170.877700,-116.993400,-0.474000,-0.333000,0.007520
5.080819,-170.925100,-117.026700,-0.474000,-0.333000,0.007520
5.180764,-170.972500,-117.060000,-0.474000,-0.333000,0.007520
5.280770,-171.019900,-117.093200,-0.474000,-0.333000,0.007520
5.380811,-171.067300,-117.126500,-0.474000,-0.333000,0.007520
5.480689,-171.114700,-117.159800,-0.474000,-0.333000,0.007520
5.580761,-171.162100,-117.193000,-0.474000,-0.333000,0.007520
5.680743,-171.209500,-117.226300,-0.474000,-0.333000,0.007520
5.780799,-171.256900,-117.259600,-0.474000,-0.333000,0.007520
5.880764,-171.304300,-117.292800,-0.474000,-0.333000,0.007520
5.980798,-171.351700,-117.326100,-0.474000,-0.333000,0.007520
6.080796,-171.399100,-117.359400,-0.474000,-0.333000,0.007520
6.180779,-171.446500,-117.392600,-0.474000,-0.333000,0.007520
6.280792,-171.493900,-117.425900,-0.474000,-0.333000,0.007520
6.380849,-171.541300,-117.459200,-0.474000,-0.333000,0.007520
6.481201,-171.588700,-117.492400,-0.474000,-0.333000,0.007520
6.580828,-171.636100,-117.525700,-0.474000,-0.333000,0.007520
