timestamp,displacement_m,velocity_ms,acceleration_ms2
0.380893,0.000000,0.800000,-6.000000
0.480955,0.710000,0.800000,-6.000000
0.580826,0.710000,0.800000,0.783613
0.680993,1.449000,0.800000,-6.000000
0.780937,1.452000,0.025038,-6.000000
0.880690,1.454000,0.045051,0.049803
0.980710,1.461000,0.034987,-0.125169
1.080763,1.461000,0.020008,-0.074961
1.180628,1.465000,0.020001,-0.100047
1.280752,1.465000,0.000000,-0.099961
1.380718,1.465000,0.000000,0.000000
1.480745,1.465000,0.000000,0.074970
1.580754,1.465000,0.014997,0.074953
1.680788,1.468000,0.014994,-0.074953
1.780836,1.468000,0.000000,-0.075042
1.880594,1.468000,0.000000,0.000000
1.980915,1.468000,0.000000,0.024996
2.080803,1.468000,0.005004,0.025045
2.180737,1.469000,0.005004,-0.025045
2.280625,1.469000,0.000000,-0.124953
2.380743,1.469000,-0.019987,-0.099932
2.480757,1.465000,-0.020000,-0.000078
2.580747,1.465000,-0.020003,-0.000005
2.680732,1.461000,-0.020001,0.300035
2.780741,1.461000,0.040003,0.325024
2.880719,1.469000,0.045000,-0.175021
2.980741,1.470000,0.004998,-0.224929
3.080782,1.470000,0.000000,-0.024991
3.180748,1.470000,0.000000,0.000000
3.280731,1.470000,0.000000,0.000000
3.380794,1.470000,0.000000,0.000000
3.480795,1.470000,0.000000,0.000000
3.580638,1.470000,0.000000,0.000000
3.680734,1.470000,0.000000,0.000000
3.780732,1.470000,0.000000,-0.024989
3.880783,1.470000,-0.004999,-0.224967
3.980774,1.469000,-0.045003,-0.175023
4.080770,1.461000,-0.040001,0.225021
4.180768,1.461000,0.000000,0.400020
4.280766,1.461000,0.040001,0.200003
4.380762,1.469000,0.039999,-0.200003
4.480769,1.469000,0.000000,-0.200012
4.580747,1.469000,0.000000,-0.199652
4.680842,1.469000,-0.039945,0.000000
4.781023,1.461000,0.000000,0.400146
4.880806,1.469000,0.040070,-0.200337
4.980674,1.469000,-0.039997,-0.400234
5.080819,1.461000,-0.039982,0.199897
5.180764,1.461000,0.000000,0.399961
5.280770,1.461000,0.039991,0.200034
5.380811,1.469000,0.040016,-0.200034
5.480689,1.469000,0.000000,-0.200131
5.580761,1.469000,0.000000,0.000000
5.680743,1.469000,0.000000,0.000000
