timestamp,ttc_value_s,risk_level
11.679891,7.8099,SAFE
11.780095,7.8287,SAFE
11.880783,7.8512,SAFE
11.980639,7.8770,SAFE
12.081109,7.9060,SAFE
12.180048,7.9380,SAFE
12.280032,7.9728,SAFE
12.380068,8.0102,SAFE
12.480335,8.0501,SAFE
12.580052,8.0923,SAFE
12.680067,8.1367,SAFE
12.780058,8.1832,SAFE
12.880059,8.2317,SAFE
12.980047,8.2819,SAFE
13.080041,8.3340,SAFE
13.179981,8.3877,SAFE
13.280091,8.4430,SAFE
13.380090,8.4998,SAFE
13.480052,8.5580,SAFE
13.580278,8.6176,SAFE
13.680005,8.6784,SAFE
13.780048,8.7405,SAFE
13.880030,8.8038,SAFE
13.980015,8.8682,SAFE
14.079986,8.9336,SAFE
14.180222,9.0001,SAFE
14.280028,9.0675,SAFE
14.379998,9.1359,SAFE
14.480037,9.2052,SAFE
14.580059,9.2753,SAFE
14.680004,9.3463,SAFE
14.779995,9.4180,SAFE
14.880009,9.4905,SAFE
14.980008,9.4905,SAFE
15.079997,9.4905,SAFE
15.179961,9.4905,SAFE
15.279948,9.4905,SAFE
15.380020,9.4905,SAFE
15.480036,9.4905,SAFE
15.580029,9.4905,SAFE
15.680332,9.4905,SAFE
15.780025,9.4905,SAFE
15.880484,9.4905,SAFE
15.979967,9.4905,SAFE
16.079942,9.4905,SAFE
16.180833,9.4905,SAFE
16.280248,9.4905,SAFE
16.379804,9.4905,SAFE
16.480025,9.4905,SAFE
16.580111,9.4905,SAFE
16.681166,9.4905,SAFE
16.780469,9.4905,SAFE
16.881007,9.4905,SAFE
16.980358,9.4905,SAFE
17.080122,1.9818,SLOWDOWN
17.181314,2.1818,SLOWDOWN
17.280147,2.2818,SLOWDOWN
17.380094,2.3818,SLOWDOWN
17.480263,2.4818,SLOWDOWN
17.580081,2.5818,SLOWDOWN
17.680128,2.6818,SLOWDOWN
17.780108,2.7818,SLOWDOWN
17.880084,2.8818,SLOWDOWN
17.980088,2.9818,SLOWDOWN
18.080104,3.0818,WARNING
18.180926,3.1818,WARNING
18.280226,3.2818,WARNING
18.380226,3.3818,WARNING
18.480018,3.4818,WARNING
18.580014,3.5818,WARNING
18.680100,3.6818,WARNING
18.780026,3.7818,WARNING
18.880058,3.8818,WARNING
18.979998,3.9818,WARNING
19.080080,4.0818,WARNING
19.180026,4.1818,WARNING
19.280023,4.2818,WARNING
19.380053,4.3818,WARNING
19.480056,4.4818,WARNING
19.580019,4.5818,WARNING
19.680021,4.6818,WARNING
19.779892,4.7818,WARNING
19.880045,4.8818,WARNING
19.980072,4.9818,WARNING
20.080056,5.0818,SAFE
20.180045,5.1818,SAFE
20.279879,5.2818,SAFE
20.380056,5.3818,SAFE
20.480050,5.4818,SAFE
20.579892,5.5818,SAFE
20.680021,5.6818,SAFE
20.780063,5.7818,SAFE
20.880028,5.8818,SAFE
20.979908,5.9818,SAFE
21.080067,6.0818,SAFE
21.180018,6.1818,SAFE
21.279977,6.2818,SAFE
21.380014,6.3818,SAFE
21.480063,6.4818,SAFE
21.580020,6.4805,SAFE
21.680022,6.4662,SAFE
21.780027,6.4590,SAFE
21.879935,6.4584,SAFE
21.980212,6.4637,SAFE
22.080060,6.4746,SAFE
22.179888,6.4904,SAFE
22.280013,6.5108,SAFE
22.380024,6.5354,SAFE
22.480019,6.5639,SAFE
22.579891,6.5961,SAFE
22.680075,6.6315,SAFE
22.780370,6.6701,SAFE
22.880083,6.7115,SAFE
22.980026,6.7556,SAFE
23.080954,6.8022,SAFE
23.180088,6.8512,SAFE
23.280035,6.9023,SAFE
23.380069,6.9555,SAFE
23.479853,7.0106,SAFE
23.580028,7.0675,SAFE
23.680060,7.1262,SAFE
23.780043,7.1864,SAFE
23.880044,7.2481,SAFE
23.980644,7.3113,SAFE
24.080137,7.3758,SAFE
24.180079,7.4415,SAFE
24.280152,7.5085,SAFE
24.380040,7.5766,SAFE
24.480199,7.6458,SAFE
24.580072,7.7161,SAFE
24.680053,7.7873,SAFE
24.780257,7.8595,SAFE
24.880048,7.9325,SAFE
24.980041,8.0064,SAFE
25.080047,8.0811,SAFE
25.179884,8.1566,SAFE
25.280122,8.2328,SAFE
25.380061,8.3097,SAFE
25.480133,8.3873,SAFE
25.580017,8.4655,SAFE
25.680078,8.5443,SAFE
25.780258,8.6238,SAFE
25.880059,8.7038,SAFE
25.980125,8.7843,SAFE
26.080007,8.8654,SAFE
26.180569,8.9469,SAFE
26.280066,9.0290,SAFE
26.380059,9.1115,SAFE
26.480080,9.1944,SAFE
26.580053,9.2778,SAFE
26.680077,9.3616,SAFE
26.780082,9.4458,SAFE
26.880085,9.5303,SAFE
26.980066,9.6153,SAFE
27.080084,9.7006,SAFE
27.180060,9.7862,SAFE
27.280082,9.8722,SAFE
27.380088,9.9584,SAFE
27.479909,10.0450,SAFE
27.580100,10.1319,SAFE
27.680151,10.2191,SAFE
27.781504,10.3066,SAFE
27.880075,10.3943,SAFE
27.980075,10.4823,SAFE
28.080069,10.5706,SAFE
28.180079,10.6591,SAFE
28.280045,10.7478,SAFE
28.380822,10.8368,SAFE
28.480061,10.9259,SAFE
28.580044,11.0153,SAFE
28.680071,11.1050,SAFE
28.780076,11.1948,SAFE
28.880014,11.2848,SAFE
28.979994,11.3750,SAFE
29.080009,11.4654,SAFE
29.180006,11.5560,SAFE
29.280006,11.6467,SAFE
29.379995,11.7377,SAFE
29.480074,11.8288,SAFE
29.580055,11.9200,SAFE
29.680057,12.0114,SAFE
29.780043,12.1030,SAFE
29.880070,12.1947,SAFE
29.980079,12.2866,SAFE
30.079886,12.3786,SAFE
30.179888,11.6085,SAFE
30.280066,10.8569,SAFE
30.380097,10.2333,SAFE
30.479923,9.7109,SAFE
30.580047,9.2698,SAFE
30.680062,8.8951,SAFE
30.780069,8.5752,SAFE
30.880053,8.3013,SAFE
30.979904,8.0661,SAFE
31.079900,7.8639,SAFE
31.180012,7.6900,SAFE
31.280032,7.5408,SAFE
31.379931,7.5408,SAFE
31.480176,7.5408,SAFE
31.580075,7.5408,SAFE
31.680085,7.5408,SAFE
31.779892,7.5408,SAFE
31.880096,7.5408,SAFE
31.980077,7.5408,SAFE
32.079896,7.5408,SAFE
32.179894,7.5408,SAFE
32.280073,7.5408,SAFE
32.380101,7.5408,SAFE
32.480066,7.5408,SAFE
32.580248,7.5408,SAFE
32.680036,7.5408,SAFE
32.780009,7.5408,SAFE
32.880083,7.5408,SAFE
32.979877,7.5408,SAFE
33.080057,7.5408,SAFE
33.180054,7.5408,SAFE
33.280060,7.5408,SAFE
33.379941,7.5408,SAFE
33.480005,7.5408,SAFE
33.580081,7.5408,SAFE
33.680032,7.5408,SAFE
33.779997,7.5408,SAFE
33.880055,7.5408,SAFE
33.979847,7.5408,SAFE
34.080049,16.5595,SAFE
34.180006,16.6593,SAFE
34.280055,16.7592,SAFE
34.380134,16.8590,SAFE
34.480116,16.9589,SAFE
34.580072,17.0587,SAFE
34.680053,17.1586,SAFE
34.779927,17.2584,SAFE
34.880042,17.3583,SAFE
34.980072,17.4582,SAFE
35.080028,17.5580,SAFE
35.179971,17.6579,SAFE
35.280044,17.7578,SAFE
35.380020,17.8576,SAFE
35.480034,17.9575,SAFE
