timestamp,displacement_m,velocity_ms,acceleration_ms2
0.379999,0.000000,0.000000,0.000000
0.480070,0.000000,0.000000,0.000000
0.580125,0.000000,0.000000,0.000000
0.681194,0.000000,0.000000,0.000000
0.780174,0.000000,0.000000,0.000000
0.880827,0.000000,0.000000,0.000000
0.980102,0.000000,0.000000,0.000000
1.080279,0.000000,0.000000,0.000000
1.180287,0.000000,0.000000,0.000000
1.280046,0.000000,0.000000,0.000000
1.380052,0.000000,0.000000,0.000000
1.480087,0.000000,0.000000,0.000000
1.580088,0.000000,0.000000,0.000000
1.680096,0.000000,0.000000,0.000000
1.779856,0.000000,0.000000,0.000000
1.880240,0.000000,0.000000,0.000000
1.980106,0.000000,0.000000,0.000000
2.080081,0.000000,0.000000,0.000000
2.179974,0.000000,0.000000,0.000000
2.280247,0.000000,0.000000,0.000000
2.380131,0.000000,0.000000,0.000000
2.480089,0.000000,0.000000,0.000000
2.580142,0.000000,0.000000,0.000000
2.680142,0.000000,0.000000,0.000000
2.780166,0.000000,0.000000,0.000000
2.880123,0.000000,0.000000,-2.615082
2.980258,0.000000,-0.523257,-2.738129
3.079971,-0.104572,-0.547210,2.373488
3.180222,-0.109422,-0.048645,2.488212
3.280289,-0.114316,-0.048776,-0.002490
3.379945,-0.119164,-0.049142,-0.007204
3.481189,-0.124189,-0.050223,-0.007932
3.580019,-0.129212,-0.050729,-0.000913
3.680061,-0.134278,-0.050405,-0.001688
3.780068,-0.139296,-0.051067,-0.007589
3.880052,-0.144490,-0.051922,-0.003003
3.980064,-0.149680,-0.051667,-0.000727
4.080009,-0.154822,-0.052068,-0.007348
4.180030,-0.160092,-0.053137,-0.005197
4.280018,-0.165450,-0.053107,-0.000592
4.379995,-0.170711,-0.053255,-0.004799
4.479995,-0.176099,-0.054067,-0.005007
4.580013,-0.181526,-0.054257,-0.002852
4.680046,-0.186953,-0.054638,-0.004793
4.780062,-0.192456,-0.055215,-0.002551
4.880027,-0.197995,-0.055148,-0.002811
4.980072,-0.203486,-0.055778,-0.007185
5.080020,-0.209151,-0.056584,-0.002339
5.180020,-0.214800,-0.056245,0.000143
5.280021,-0.220400,-0.056556,-0.006904
5.380179,-0.226120,-0.057627,-0.005216
5.480081,-0.231929,-0.057599,-0.000173
5.580081,-0.237634,-0.057662,-0.005542
5.680043,-0.243459,-0.058708,-0.004767
5.780005,-0.249371,-0.058615,0.000251
5.880009,-0.255180,-0.058657,-0.003936
5.980039,-0.261105,-0.059402,-0.004723
6.080053,-0.267063,-0.059602,-0.002571
6.180050,-0.273026,-0.059916,0.147446
6.280098,-0.279049,-0.030106,0.299510
6.380098,-0.279049,0.000000,0.150553
6.480070,-0.279049,0.000000,0.000000
6.580112,-0.279049,0.000000,0.000000
6.680092,-0.279049,0.000000,0.000000
6.779964,-0.279049,0.000000,0.000000
6.880041,-0.279049,0.000000,0.000000
6.980067,-0.279049,0.000000,0.000000
7.080022,-0.279049,0.000000,0.000000
7.180296,-0.279049,0.000000,0.000000
7.280116,-0.279049,0.000000,0.000000
7.380024,-0.279049,0.000000,0.000000
7.480006,-0.279049,0.000000,0.000000
7.580044,-0.279049,0.000000,0.000000
7.680106,-0.279049,0.000000,0.000000
7.780054,-0.279049,0.000000,0.000000
7.880110,-0.279049,0.000000,0.000000
7.980061,-0.279049,0.000000,0.000000
8.080050,-0.279049,0.000000,0.000000
8.180086,-0.279049,0.000000,0.000000
8.280119,-0.279049,0.000000,0.000000
8.380011,-0.279049,0.000000,0.000000
8.480042,-0.279049,0.000000,0.000000
8.580072,-0.279049,0.000000,0.000000
8.680040,-0.279049,0.000000,-1.369992
8.779931,-0.279049,-0.273805,-1.559815
8.879902,-0.333772,-0.311748,0.981270
8.980210,-0.341485,-0.077277,1.168290
