timestamp,fused_px,fused_py,fused_vx,fused_vy,fusion_variance
2.425475,-1.334800,-0.282100,0.000000,0.000000,0.007555
2.525402,-1.334800,-0.282100,0.000000,0.000000,0.007555
2.625382,-1.334800,-0.282100,0.000000,0.000000,0.007555
2.725320,-1.334800,-0.282100,0.000000,0.000000,0.007555
2.825485,-1.334800,-0.282100,0.000000,0.000000,0.007555
2.926134,-1.334800,-0.282100,0.000000,0.000000,0.007555
3.025926,-1.334800,-0.282100,0.000000,0.000000,0.007555
3.125468,-1.334800,-0.282100,0.000000,0.000000,0.007555
3.225375,-1.334800,-0.282100,0.000000,0.000000,0.007555
3.325331,-1.334800,-0.282100,0.000000,0.000000,0.007555
3.425700,-1.334800,-0.282100,0.000000,0.000000,0.007555
3.525409,-1.334800,-0.282100,0.000000,0.000000,0.007555
3.625542,-1.334800,-0.282100,0.000000,0.000000,0.007555
3.725413,-1.334800,-0.282100,0.000000,0.000000,0.007555
3.825436,-1.334800,-0.282100,0.000000,0.000000,0.007555
3.925586,-1.334800,-0.282100,0.000000,0.000000,0.007555
4.025460,-1.334800,-0.282100,0.000000,0.000000,0.007555
4.127013,-1.334800,-0.282100,0.000000,0.000000,0.007555
4.225496,-1.334800,-0.282100,0.000000,0.000000,0.007555
4.325362,-1.334800,-0.282100,0.000000,0.000000,0.007555
4.425385,-1.334800,-0.282100,0.000000,0.000000,0.007555
4.525608,-1.334800,-0.282100,0.000000,0.000000,0.007555
4.625560,-1.334800,-0.282100,0.000000,0.000000,0.007555
4.725518,-1.334800,-0.282100,0.000000,0.000000,0.007555
4.825378,-1.334800,-0.282100,0.000000,0.000000,0.007555
4.925415,-1.334800,-0.282100,0.000000,0.000000,0.007555
5.025605,-1.334800,-0.282100,0.000000,0.000000,0.007555
5.125479,-1.334800,-0.282100,0.000000,0.000000,0.007555
5.225399,-1.334800,-0.282100,0.000000,0.000000,0.007555
5.325525,-1.334800,-0.282100,0.000000,0.000000,0.007555
5.425410,-1.334800,-0.282100,0.000000,0.000000,0.007555
5.525682,-1.334800,-0.282100,0.000000,0.000000,0.007555
5.625482,-1.334800,-0.282100,0.000000,0.000000,0.007555
5.725381,-1.334800,-0.282100,0.000000,0.000000,0.007555
5.825421,-1.334800,-0.282100,0.000000,0.000000,0.007555
5.925438,-1.334800,-0.282100,0.000000,0.000000,0.007555
6.025562,-1.334800,-0.282100,0.000000,0.000000,0.007555
6.125332,-1.334800,-0.282100,0.000000,0.000000,0.007555
6.225485,-1.334800,-0.282100,0.000000,0.000000,0.007555
6.325384,-1.334800,-0.282100,0.000000,0.000000,0.007555
6.425388,-1.334800,-0.282100,0.000000,0.000000,0.007555
6.525418,-1.334800,-0.282100,0.000000,0.000000,0.007555
6.625373,-1.334800,-0.282100,0.000000,0.000000,0.007555
6.726015,-1.334800,-0.282100,0.000000,0.000000,0.007555
6.825356,-1.334800,-0.282100,0.000000,0.000000,0.007555
6.925339,-1.334800,-0.282100,0.000000,0.000000,0.007555
7.025606,-1.334800,-0.282100,0.000000,0.000000,0.007555
7.125373,-1.334800,-0.282100,0.000000,0.000000,0.007555
7.225363,-1.334800,-0.282100,0.000000,0.000000,0.007555
7.325431,-1.334800,-0.282100,0.000000,0.000000,0.007555
7.425330,-1.334800,-0.282100,0.000000,0.000000,0.007555
7.525354,-1.334800,-0.282100,0.000000,0.000000,0.007555
7.625382,-1.334800,-0.282100,0.000000,0.000000,0.007555
7.725347,-1.334800,-0.282100,0.000000,0.000000,0.007555
7.825356,-1.334800,-0.282100,0.000000,0.000000,0.007555
7.925368,-1.334800,-0.282100,0.000000,0.000000,0.007555
8.025359,-1.334800,-0.282100,0.000000,0.000000,0.007555
8.125924,-1.334800,-0.282100,0.000000,0.000000,0.007555
8.225359,-1.334800,-0.282100,0.000000,0.000000,0.007555
8.325360,-1.334800,-0.282100,0.000000,0.000000,0.007555
8.425143,-1.334800,-0.282100,0.000000,0.000000,0.007555
8.525382,-1.334800,-0.282100,0.000000,0.000000,0.007555
8.625344,-1.334800,-0.282100,0.000000,0.000000,0.007555
8.725349,-1.334800,-0.282100,0.000000,0.000000,0.007555
8.825363,-1.334800,-0.282100,0.000000,0.000000,0.007555
8.925387,-1.334800,-0.282100,0.000000,0.000000,0.007555
9.025391,-1.334800,-0.282100,0.000000,0.000000,0.007555
9.125475,-1.334800,-0.282100,0.000000,0.000000,0.007555
9.225375,-1.334800,-0.282100,0.000000,0.000000,0.007555
9.325341,-1.334800,-0.282100,0.000000,0.000000,0.007555
9.425354,-1.334800,-0.282100,0.000000,0.000000,0.007555
9.525358,-1.334800,-0.282100,0.000000,0.000000,0.007555
