timestamp,distance_to_obstacle_m
28.325274,1.1020
28.425274,1.1020
28.525254,1.1120
28.625259,1.1220
28.726975,0.6760
28.825258,0.6760
28.925280,1.1120
29.025409,0.4390
29.125262,1.1180
29.225366,1.1000
29.325352,1.1000
29.425546,0.6840
29.525353,1.1120
29.625360,1.1160
29.725368,0.4320
29.825358,0.4900
29.925383,0.4900
30.025370,0.4520
30.125355,0.4200
30.225337,0.2840
30.325389,0.2840
30.425362,1.1120
30.525372,1.1080
30.625380,0.7620
30.725347,0.2840
30.825668,0.2840
30.925401,0.2840
31.025346,0.4720
31.125364,1.0060
31.225351,1.1100
31.325313,nan
31.425380,nan
31.525373,0.2930
31.625424,1.1120
31.725397,1.1120
31.825385,1.1120
31.925378,0.4630
32.025364,0.3670
32.125394,0.3670
32.225470,0.3670
32.326133,0.7520
32.425673,0.7520
32.525404,0.7500
32.625324,0.4340
32.725342,0.5500
32.825365,0.5500
32.925552,0.4890
33.025377,0.9540
33.125393,1.1200
33.225653,0.4360
33.325341,0.4360
33.425313,0.6780
33.525477,1.1040
33.625514,0.9600
33.725668,0.4680
33.826452,1.1160
33.925354,1.1160
34.025307,0.7380
34.125321,1.1020
34.225219,0.9540
34.325283,0.9540
34.425384,0.8080
34.525585,0.2970
34.625367,0.3110
34.725454,0.3110
34.825653,0.3150
34.925464,0.9700
35.025617,0.3950
35.125468,0.3950
35.225354,1.3300
35.325333,1.3300
35.425342,1.1000
35.525607,1.1140
35.625307,0.8120
35.725332,0.8120
35.825342,0.3000
35.925572,1.8300
36.025356,0.3510
36.125319,1.1100
36.225601,1.1100
36.325394,0.4270
36.425479,1.1020
36.525452,0.6960
36.625452,0.2930
36.725653,1.1220
36.825433,1.1220
36.925452,1.1020
37.025333,0.7280
37.125355,0.5680
37.225350,1.1100
37.325647,1.1100
37.425685,0.4910
37.525359,1.1520
37.625342,0.4900
37.725819,0.4900
37.825762,0.4550
37.925718,0.5070
38.025628,0.3400
38.125525,0.4410
38.225391,nan
38.325402,nan
38.425369,0.7940
38.525270,0.7940
38.625356,0.3770
38.725371,0.3440
38.825402,0.3440
38.925448,0.9660
39.025509,0.4570
39.125356,0.5500
39.226490,0.6560
39.325482,0.6560
39.425322,1.4040
39.525381,1.2420
39.625371,1.0500
39.725203,0.5080
39.825377,0.5080
39.925448,0.4760
40.025362,0.4760
40.125331,1.3840
40.225341,1.3840
40.326170,1.7100
40.425521,0.6060
40.525387,1.7100
40.625447,0.6580
40.725479,1.7100
40.825581,1.7100
40.925809,1.7100
41.025396,1.7040
41.125377,1.7040
41.225376,1.2260
41.325357,1.1520
41.425501,0.8420
41.525353,1.7000
41.625345,1.7000
41.725289,1.0200
41.825349,1.0200
41.925393,0.8700
42.025440,0.8700
42.125402,1.3380
42.225467,1.3380
42.325426,1.6960
42.425366,1.1100
42.525352,1.0040
42.625393,1.7660
42.725615,1.7660
42.825473,1.0880
42.925429,1.5600
43.025846,1.7000
43.125397,1.1260
43.225342,1.0840
43.325423,1.0840
43.425404,1.7220
43.525377,1.0940
43.626561,1.5180
43.725214,1.1720
43.825389,1.1720
43.925423,1.4460
44.026141,1.7460
44.126053,1.7460
44.225348,1.3280
44.325336,1.4100
44.425344,1.7000
44.525342,1.7020
44.625355,1.0500
44.725371,1.0500
44.825360,1.1440
44.925396,1.8120
45.025402,1.7020
45.125373,1.7020
45.225377,1.7020
45.325352,1.4780
45.425298,1.7140
45.525286,1.1560
45.625309,1.0500
45.725291,1.0500
45.825439,1.7020
45.925323,1.7020
46.025376,1.5200
46.125483,1.1420
46.225446,1.1420
46.325391,1.7020
