timestamp,displacement_m,velocity_ms,acceleration_ms2
0.194017,0.000000,0.000000,0.000000
0.294054,0.000000,0.000000,0.000000
0.393997,0.000000,0.000000,0.000000
0.494343,0.000000,0.000000,0.000000
0.594209,0.000000,0.000000,0.000000
0.694037,0.000000,0.000000,0.000000
0.794049,0.000000,0.000000,0.000000
0.894083,0.000000,0.000000,0.000000
0.994046,0.000000,0.000000,-0.050012
1.094015,0.000000,-0.009999,-0.049991
1.194068,-0.002000,-0.009999,0.049991
1.294028,-0.002000,0.000000,0.000001
1.394042,-0.002000,-0.009999,-0.174988
1.494046,-0.004000,-0.035001,-0.075017
1.594038,-0.009000,-0.025002,0.175018
1.694029,-0.009000,0.000000,0.125046
1.793982,-0.009000,0.000000,0.000000
1.894007,-0.009000,0.000000,0.000000
1.994040,-0.009000,0.000000,0.000000
2.093971,-0.009000,0.000000,0.000000
2.194023,-0.009000,0.000000,-0.099921
2.294080,-0.009000,-0.019995,-0.100005
2.394073,-0.013000,-0.020006,0.325227
2.494020,-0.013000,0.045031,0.375268
2.593936,-0.004000,0.054996,-0.175161
2.694034,-0.002000,0.009996,-0.274876
2.794012,-0.002000,0.000000,-0.050002
2.893949,-0.002000,0.000000,0.000000
2.994012,-0.002000,0.000000,0.000000
3.094035,-0.002000,0.000000,0.000000
3.194077,-0.002000,0.000000,0.000000
3.294374,-0.002000,0.000000,0.000000
3.394031,-0.002000,0.000000,0.025057
3.493956,-0.002000,0.005001,0.024994
3.593995,-0.001000,0.004998,-0.024994
3.694040,-0.001000,0.000000,-0.024987
3.794019,-0.001000,0.000000,0.000000
3.893797,-0.001000,0.000000,0.000000
3.994050,-0.001000,0.000000,0.000000
4.094739,-0.001000,0.000000,0.000000
4.193989,-0.001000,0.000000,0.025110
4.293833,-0.001000,0.004999,0.024949
4.394019,0.000000,0.004991,-0.024949
4.494210,0.000000,0.000000,-0.024946
4.594076,0.000000,0.000000,0.000000
4.694028,0.000000,0.000000,-0.025003
4.794043,0.000000,-0.005000,-0.025001
4.894036,-0.001000,-0.005000,0.025001
4.994026,-0.001000,0.000000,0.025010
5.093974,-0.001000,0.000000,0.000000
5.194394,-0.001000,0.000000,0.000000
5.294160,-0.001000,0.000000,0.000000
5.394029,-0.001000,0.000000,-0.025020
5.494020,-0.001000,-0.005001,-0.025008
5.594006,-0.002000,-0.005001,-0.150044
5.693979,-0.002000,-0.035003,0.025007
5.793988,-0.009000,0.000000,0.299941
5.894030,-0.002000,0.025000,-0.049991
5.993985,-0.004000,-0.009998,-0.075008
6.094069,-0.004000,0.009996,0.099939
6.194067,-0.002000,0.009998,-0.049969
6.294110,-0.002000,0.000000,-0.050012
6.393980,-0.002000,0.000000,0.000000
6.493995,-0.002000,0.000000,0.000000
6.593975,-0.002000,0.000000,-0.049911
6.693986,-0.002000,-0.009982,-0.049796
6.794341,-0.004000,-0.009977,-0.074913
6.894438,-0.004000,-0.024998,-0.075377
6.994356,-0.009000,-0.025054,0.125261
