timestamp,ttc_value_s,risk_level
14.094033,4.7154,WARNING
14.194078,4.6374,WARNING
14.293966,4.5787,WARNING
14.393893,4.5366,WARNING
14.493999,4.5084,WARNING
14.594000,4.4922,WARNING
14.694039,4.4864,WARNING
14.794068,4.4897,WARNING
14.894042,4.5010,WARNING
14.993924,4.5193,WARNING
15.094020,4.5438,WARNING
15.193850,4.5738,WARNING
15.294054,4.6087,WARNING
15.394119,4.6481,WARNING
15.494033,4.6915,WARNING
15.594117,4.7385,WARNING
15.694022,4.7888,WARNING
15.794123,4.8421,WARNING
15.894008,4.8421,WARNING
15.994020,4.8421,WARNING
16.094003,4.8421,WARNING
16.193945,4.8421,WARNING
16.294033,4.8421,WARNING
16.394219,4.8421,WARNING
16.493991,0.4670,EMERGENCY
16.594097,0.5314,EMERGENCY
16.693981,0.6096,EMERGENCY
16.793917,0.6949,EMERGENCY
16.893971,0.6645,EMERGENCY
16.994014,0.6110,EMERGENCY
17.094033,0.6340,EMERGENCY
17.194073,0.6877,EMERGENCY
17.294026,0.7567,EMERGENCY
17.394198,0.8346,EMERGENCY
17.493990,0.9180,EMERGENCY
17.593987,1.0051,EMERGENCY
17.694040,1.0948,EMERGENCY
17.793963,1.1863,EMERGENCY
17.893986,1.2793,EMERGENCY
17.994036,1.3733,EMERGENCY
18.094035,1.4682,EMERGENCY
18.194023,1.5638,EMERGENCY
18.294028,1.6599,EMERGENCY
18.394045,1.7565,EMERGENCY
18.493993,1.8534,SLOWDOWN
18.593995,1.9507,SLOWDOWN
18.693966,2.0482,SLOWDOWN
18.794052,2.1460,SLOWDOWN
18.893994,2.2440,SLOWDOWN
18.993975,2.3422,SLOWDOWN
19.094063,2.4405,SLOWDOWN
19.193982,2.5389,SLOWDOWN
19.294052,2.6375,SLOWDOWN
19.394070,2.7362,SLOWDOWN
19.494015,2.8349,SLOWDOWN
19.594033,2.9338,SLOWDOWN
19.693940,3.0327,WARNING
19.793998,3.1317,WARNING
19.893991,3.2308,WARNING
19.993866,3.3299,WARNING
20.094007,3.4291,WARNING
20.194003,3.5283,WARNING
20.293814,3.6275,WARNING
20.393888,3.7268,WARNING
20.493895,3.8262,WARNING
20.593955,3.9255,WARNING
20.693975,4.0249,WARNING
20.794018,4.1244,WARNING
20.893983,4.2238,WARNING
20.994002,4.3233,WARNING
21.094041,4.4228,WARNING
21.194072,4.5224,WARNING
21.293964,4.6219,WARNING
21.394042,4.7215,WARNING
21.494035,4.8211,WARNING
21.594057,4.9207,WARNING
21.694035,5.0203,SAFE
21.794028,5.1199,SAFE
21.894050,5.2196,SAFE
21.995937,5.3192,SAFE
22.094420,5.4189,SAFE
22.194225,5.5186,SAFE
22.293992,5.6183,SAFE
22.394021,5.7180,SAFE
22.494090,5.8177,SAFE
22.594051,5.9174,SAFE
22.693948,6.0172,SAFE
22.794000,6.1169,SAFE
22.894020,6.2167,SAFE
22.993991,6.3164,SAFE
23.093966,6.4162,SAFE
23.194026,6.5160,SAFE
23.293959,6.6158,SAFE
23.393974,6.7155,SAFE
23.493976,6.8153,SAFE
23.594016,6.9151,SAFE
23.694007,7.0150,SAFE
23.794018,7.1148,SAFE
23.893952,7.2146,SAFE
23.993948,7.3144,SAFE
24.094054,7.4142,SAFE
24.193997,7.5141,SAFE
24.293996,7.6139,SAFE
24.394002,7.7137,SAFE
24.494007,7.7137,SAFE
24.594010,7.7137,SAFE
24.694017,7.7137,SAFE
24.794066,7.7137,SAFE
24.894017,7.7137,SAFE
24.994012,7.7137,SAFE
25.093859,7.7137,SAFE
25.194038,7.7137,SAFE
25.294004,7.7137,SAFE
25.394148,12.0644,SAFE
25.493989,12.1608,SAFE
25.593963,12.2571,SAFE
25.693987,12.3536,SAFE
25.794008,12.4501,SAFE
25.894227,12.5466,SAFE
25.994047,12.6432,SAFE
26.093889,12.7399,SAFE
26.194035,12.8366,SAFE
26.293974,12.9334,SAFE
26.393993,13.0302,SAFE
26.493881,13.1271,SAFE
26.594067,13.2240,SAFE
26.693997,13.3210,SAFE
26.794000,13.4180,SAFE
26.893881,13.5150,SAFE
26.993959,13.6121,SAFE
27.093990,13.6121,SAFE
27.194035,13.6121,SAFE
27.294318,13.6121,SAFE
27.393985,13.6121,SAFE
27.494069,13.6121,SAFE
27.594167,13.6121,SAFE
27.694377,13.6121,SAFE
27.793965,13.6121,SAFE
27.894418,13.6121,SAFE
27.993834,7.7567,EMERGENCY
28.094075,7.8398,EMERGENCY
28.194287,7.9234,EMERGENCY
28.294473,8.0074,EMERGENCY
28.394943,7.9276,EMERGENCY
28.493990,7.2817,EMERGENCY
28.595116,6.7780,EMERGENCY
28.694170,6.3794,EMERGENCY
28.794106,4.6957,EMERGENCY
28.893980,2.6358,EMERGENCY
28.994089,1.9595,EMERGENCY
29.094070,1.6599,EMERGENCY
29.194073,1.5163,EMERGENCY
29.293981,1.4523,EMERGENCY
29.394008,1.4343,EMERGENCY
29.493863,1.4454,EMERGENCY
29.593986,1.4760,EMERGENCY
29.694042,1.5203,EMERGENCY
29.794084,1.5746,EMERGENCY
29.893946,1.6365,EMERGENCY
29.993999,1.7041,EMERGENCY
30.093966,1.7764,EMERGENCY
30.193970,1.8523,EMERGENCY
30.293985,1.9312,SLOWDOWN
30.394008,2.0126,SLOWDOWN
30.493973,2.0960,SLOWDOWN
30.594015,2.1812,SLOWDOWN
30.694012,2.2678,SLOWDOWN
30.794769,2.3557,SLOWDOWN
30.894048,2.4447,SLOWDOWN
30.994027,2.5346,SLOWDOWN
31.094019,2.6254,SLOWDOWN
31.194013,2.7169,SLOWDOWN
31.293895,2.8091,SLOWDOWN
31.394115,2.9018,SLOWDOWN
31.493891,2.9951,SLOWDOWN
31.594086,3.0888,WARNING
31.694005,3.1830,WARNING
31.794012,3.2775,WARNING
31.893955,3.3723,WARNING
31.993953,3.4675,WARNING
32.094038,3.5629,WARNING
32.193980,3.6586,WARNING
32.293996,3.7546,WARNING
32.393960,3.8508,WARNING
32.494000,3.9471,WARNING
32.593963,4.0437,WARNING
32.693968,4.1404,WARNING
32.793954,4.2373,WARNING
32.894011,4.3343,WARNING
32.994054,4.4315,WARNING
33.093851,4.5288,WARNING
33.194060,4.6262,WARNING
33.293866,4.7237,WARNING
33.393996,4.8214,WARNING
33.494016,4.9191,WARNING
33.594054,5.0169,SAFE
33.694015,5.1148,SAFE
33.794171,5.2128,SAFE
33.894028,5.3109,SAFE
33.994050,5.4090,SAFE
34.094015,5.5072,SAFE
34.193967,5.6055,SAFE
34.294007,5.7039,SAFE
34.394083,5.8022,SAFE
34.494067,5.9007,SAFE
34.594062,5.9992,SAFE
34.693958,6.0978,SAFE
34.794071,6.1964,SAFE
34.893914,6.2950,SAFE
34.994036,6.3937,SAFE
35.094062,6.4924,SAFE
35.194044,6.5912,SAFE
35.293962,6.6900,SAFE
35.393977,6.7888,SAFE
35.494030,6.8877,SAFE
35.594036,6.9866,SAFE
35.694034,7.0856,SAFE
35.794022,7.1845,SAFE
35.894052,7.2835,SAFE
35.993993,7.3825,SAFE
36.094020,7.4816,SAFE
36.194030,7.5807,SAFE
36.294043,7.6798,SAFE
36.394066,7.7789,SAFE
36.494040,7.8780,SAFE
36.594043,7.8780,SAFE
36.694027,7.8780,SAFE
36.793957,7.8780,SAFE
36.893980,7.8780,SAFE
36.994008,7.8780,SAFE
37.093954,7.8780,SAFE
37.194019,7.8780,SAFE
37.294011,7.8780,SAFE
37.394017,7.8780,SAFE
37.493969,7.8780,SAFE
37.594018,7.8780,SAFE
37.694005,7.8780,SAFE
37.793972,7.8780,SAFE
37.893844,7.8780,SAFE
37.993899,21.8989,SAFE
38.094120,21.9929,SAFE
38.194034,22.0869,SAFE
38.294271,22.1809,SAFE
38.393996,22.2750,SAFE
38.494185,22.3692,SAFE
38.594929,22.4635,SAFE
38.693951,22.5577,SAFE
38.794035,22.6521,SAFE
38.894008,22.7465,SAFE
38.994006,22.8409,SAFE
39.093991,22.9354,SAFE
39.194034,23.0300,SAFE
39.294064,23.1246,SAFE
39.394081,23.2192,SAFE
39.493886,23.3139,SAFE
39.594065,23.4086,SAFE
39.693996,23.5034,SAFE
39.794004,23.5983,SAFE
39.894006,23.6931,SAFE
39.994003,23.7881,SAFE
40.094028,23.8830,SAFE
40.194020,23.9781,SAFE
40.294014,24.0731,SAFE
40.394049,24.1682,SAFE
40.493981,24.2634,SAFE
40.593965,24.3585,SAFE
40.694763,24.4538,SAFE
40.793958,24.5490,SAFE
40.893951,24.6443,SAFE
40.993946,24.7397,SAFE
41.093957,24.8351,SAFE
41.194033,24.9305,SAFE
41.294026,25.0260,SAFE
41.394020,25.1215,SAFE
41.494014,25.2170,SAFE
41.593965,25.3126,SAFE
41.694074,25.4082,SAFE
41.794043,25.5038,SAFE
41.894332,25.5995,SAFE
41.994022,25.6952,SAFE
42.093985,25.7910,SAFE
42.194306,25.8868,SAFE
42.294048,25.9826,SAFE
42.394026,26.0784,SAFE
42.493953,26.1743,SAFE
42.594021,26.2702,SAFE
42.693964,26.3662,SAFE
42.794055,26.4622,SAFE
42.893941,26.5582,SAFE
42.993985,26.6542,SAFE
43.094041,26.7503,SAFE
43.193959,26.8464,SAFE
43.294045,26.9426,SAFE
43.394088,27.0387,SAFE
43.494042,27.1349,SAFE
43.594103,27.2311,SAFE
43.693821,27.3274,SAFE
43.794045,27.4237,SAFE
43.893959,27.5200,SAFE
43.993971,27.6163,SAFE
44.093828,27.7127,SAFE
44.194009,27.8091,SAFE
44.294115,27.9055,SAFE
44.394077,28.0019,SAFE
44.493853,28.0984,SAFE
44.594002,28.1949,SAFE
44.693998,28.2914,SAFE
44.794021,28.3880,SAFE
44.894108,28.4846,SAFE
44.994070,28.5812,SAFE
45.093928,28.6778,SAFE
45.194273,28.7744,SAFE
45.293821,28.8711,SAFE
45.394016,28.8711,SAFE
45.494272,28.8711,SAFE
45.594043,28.8711,SAFE
45.693991,28.8711,SAFE
45.793942,28.8711,SAFE
45.893978,28.8711,SAFE
45.993901,9.0422,SAFE
46.093925,9.1406,SAFE
46.194030,9.2390,SAFE
46.293875,9.3374,SAFE
46.394086,9.4359,SAFE
46.493841,9.5344,SAFE
46.594312,9.6329,SAFE
46.693833,9.7315,SAFE
46.793976,9.8301,SAFE
46.893856,9.9287,SAFE
46.994203,6.8124,SAFE
47.094029,4.9407,WARNING
47.193959,3.9783,WARNING
47.294013,3.4141,WARNING
47.393949,3.0595,WARNING
47.493959,2.8289,SLOWDOWN
47.594014,2.6776,SLOWDOWN
47.693955,2.5801,SLOWDOWN
47.793956,2.5208,SLOWDOWN
47.894118,2.4896,SLOWDOWN
47.994298,2.4797,SLOWDOWN
48.093992,2.4863,SLOWDOWN
48.193960,2.5059,SLOWDOWN
48.294671,2.5360,SLOWDOWN
48.394452,2.5746,SLOWDOWN
48.493959,2.6203,SLOWDOWN
48.594934,2.6720,SLOWDOWN
48.694367,2.7286,SLOWDOWN
48.793801,2.7895,SLOWDOWN
48.894381,2.8541,SLOWDOWN
48.993990,2.9219,SLOWDOWN
49.094121,2.9924,SLOWDOWN
49.196140,3.0653,WARNING
49.293978,3.1404,WARNING
49.394101,3.2173,WARNING
49.493980,3.2960,WARNING
49.594252,3.3761,WARNING
49.694145,3.4576,WARNING
49.795035,3.5404,WARNING
49.894322,3.6242,WARNING
49.994131,3.7090,WARNING
50.094013,3.7948,WARNING
50.194015,3.8813,WARNING
50.293996,3.9687,WARNING
50.394091,4.0567,WARNING
50.493996,4.1454,WARNING
50.594012,4.2346,WARNING
50.694222,4.3244,WARNING
50.794013,4.4148,WARNING
50.894006,4.5055,WARNING
50.994401,4.5967,WARNING
51.093869,4.6884,WARNING
51.193881,4.7804,WARNING
51.294091,4.8727,WARNING
51.393836,4.9654,WARNING
51.494028,5.0584,SAFE
51.594054,5.1517,SAFE
51.693995,5.2452,SAFE
51.794019,5.3390,SAFE
51.894022,5.4331,SAFE
51.994029,5.5274,SAFE
52.093964,5.6219,SAFE
52.193969,5.7166,SAFE
52.293967,5.8115,SAFE
52.394074,5.9065,SAFE
52.493985,6.0018,SAFE
52.594038,6.0972,SAFE
52.694017,6.1927,SAFE
52.794023,6.2884,SAFE
52.894024,6.3843,SAFE
52.993988,6.4803,SAFE
53.093979,6.5764,SAFE
53.194027,6.6726,SAFE
53.293955,6.7689,SAFE
53.394032,6.8654,SAFE
53.494013,6.9619,SAFE
53.593996,7.0586,SAFE
53.694026,7.1554,SAFE
53.793980,7.2522,SAFE
53.894025,7.3491,SAFE
53.994049,7.4462,SAFE
54.094040,7.5433,SAFE
54.194054,7.6404,SAFE
54.294024,7.7377,SAFE
54.393971,7.8350,SAFE
54.494055,7.9324,SAFE
54.594021,8.0299,SAFE
54.694032,8.1274,SAFE
54.793953,8.2250,SAFE
54.894034,8.3227,SAFE
54.994020,8.4204,SAFE
55.094020,8.5181,SAFE
55.194020,8.6159,SAFE
55.294020,8.7138,SAFE
55.394091,8.8117,SAFE
55.494017,8.8117,SAFE
55.594013,8.8117,SAFE
55.694024,8.8117,SAFE
55.793990,8.8117,SAFE
55.894022,8.8117,SAFE
55.994029,8.8117,SAFE
56.093990,8.8117,SAFE
56.194040,8.8117,SAFE
56.294071,8.8117,SAFE
56.394069,8.8117,SAFE
56.494065,8.8117,SAFE
56.594104,8.8117,SAFE
56.694021,8.8117,SAFE
56.794038,8.8117,SAFE
56.894057,8.8117,SAFE
56.994293,8.8117,SAFE
57.094015,8.8117,SAFE
57.193926,23.1334,SAFE
57.294015,23.1807,SAFE
57.394011,23.2287,SAFE
57.494030,23.2773,SAFE
57.594022,23.3266,SAFE
57.693995,23.3765,SAFE
57.793971,23.4271,SAFE
57.893986,23.4783,SAFE
57.994056,23.5301,SAFE
58.093984,23.5826,SAFE
58.194006,23.6356,SAFE
58.295381,23.6892,SAFE
58.394097,23.7433,SAFE
58.494049,23.7981,SAFE
58.594017,23.8533,SAFE
58.694025,23.9091,SAFE
58.794043,23.9655,SAFE
58.894010,24.0223,SAFE
58.994006,24.0797,SAFE
59.094000,24.1376,SAFE
59.194016,24.1959,SAFE
59.293957,24.2548,SAFE
59.394014,24.3141,SAFE
59.494003,24.3739,SAFE
59.593970,24.4341,SAFE
59.694037,24.4948,SAFE
59.794040,24.5560,SAFE
59.894017,24.6175,SAFE
59.994036,24.6795,SAFE
60.093997,24.7420,SAFE
60.194027,24.8048,SAFE
60.293960,24.8681,SAFE
60.394023,24.9317,SAFE
60.493971,24.9958,SAFE
60.594149,25.0602,SAFE
60.694029,25.1250,SAFE
60.794039,25.1902,SAFE
60.894045,25.2558,SAFE
60.994044,25.3217,SAFE
61.094004,25.3880,SAFE
61.194066,25.4546,SAFE
61.294071,25.5216,SAFE
61.394085,25.5889,SAFE
61.494051,25.6566,SAFE
61.594040,25.7246,SAFE
61.694036,25.7929,SAFE
61.793995,25.8616,SAFE
61.893978,25.9305,SAFE
61.994019,25.9998,SAFE
62.094008,26.0694,SAFE
62.193969,26.1393,SAFE
62.294015,26.2094,SAFE
62.394031,26.2799,SAFE
62.494011,26.3507,SAFE
62.594053,26.4217,SAFE
62.694044,26.4931,SAFE
62.794021,26.5647,SAFE
62.894083,26.6365,SAFE
62.994025,26.7087,SAFE
63.094182,26.7811,SAFE
63.194033,26.8538,SAFE
63.294184,26.9267,SAFE
63.394025,26.9999,SAFE
63.494257,27.0733,SAFE
63.594038,27.1470,SAFE
63.694154,27.2209,SAFE
63.793958,27.2951,SAFE
63.894740,27.3695,SAFE
63.994056,27.4441,SAFE
64.094222,27.5190,SAFE
64.193838,27.5941,SAFE
64.294024,27.6694,SAFE
64.394101,27.7450,SAFE
64.494985,27.8207,SAFE
64.593939,27.8967,SAFE
64.694710,27.9729,SAFE
64.793980,28.0493,SAFE
64.893985,28.1259,SAFE
64.993997,28.2027,SAFE
65.093948,28.2797,SAFE
65.193870,28.3569,SAFE
65.293982,28.4343,SAFE
65.394005,28.5119,SAFE
65.494030,28.5897,SAFE
65.594011,28.6677,SAFE
65.694032,28.7459,SAFE
65.793982,28.8242,SAFE
65.894061,28.9027,SAFE
65.994051,28.9814,SAFE
66.094124,29.0603,SAFE
66.194056,29.1394,SAFE
66.293988,29.2186,SAFE
66.394014,29.2980,SAFE
66.494030,29.3776,SAFE
66.594029,29.4574,SAFE
66.693990,29.5373,SAFE
66.794010,29.6173,SAFE
66.894013,29.6976,SAFE
66.993819,29.7780,SAFE
67.093885,29.8585,SAFE
67.194006,29.9392,SAFE
67.293874,30.0201,SAFE
67.393906,30.1011,SAFE
67.493841,30.1822,SAFE
67.594266,30.2635,SAFE
67.694043,30.3450,SAFE
67.793977,30.4266,SAFE
67.893962,30.5083,SAFE
67.994020,30.5902,SAFE
68.093968,30.6722,SAFE
68.194019,30.7543,SAFE
68.293969,30.8366,SAFE
68.393960,30.9190,SAFE
68.494025,31.0016,SAFE
68.593962,31.0843,SAFE
68.693953,31.1671,SAFE
68.794024,31.2501,SAFE
68.894763,31.3331,SAFE
68.994783,31.4163,SAFE
69.093810,31.4997,SAFE
69.194260,31.5831,SAFE
69.294030,31.6667,SAFE
69.394031,31.7504,SAFE
69.493958,31.8342,SAFE
69.594153,31.9181,SAFE
69.694174,32.0021,SAFE
69.793953,32.0863,SAFE
69.895025,32.1706,SAFE
69.994638,32.2550,SAFE
70.094545,32.3395,SAFE
70.194598,32.4241,SAFE
70.294355,32.5088,SAFE
70.394130,32.5936,SAFE
70.494031,32.6785,SAFE
70.594197,32.7636,SAFE
70.694188,32.8487,SAFE
70.794062,32.9340,SAFE
70.893956,33.0193,SAFE
70.994034,33.1047,SAFE
71.094051,33.1903,SAFE
71.194054,33.2759,SAFE
71.294021,33.3617,SAFE
71.393999,33.4475,SAFE
71.494054,33.5335,SAFE
71.594022,33.6195,SAFE
71.695388,33.7056,SAFE
71.793952,33.7919,SAFE
71.893956,33.8782,SAFE
71.993975,33.9646,SAFE
72.093956,34.0511,SAFE
72.194022,34.1377,SAFE
72.294018,34.2243,SAFE
72.394044,34.3111,SAFE
72.494046,34.3980,SAFE
72.593999,34.4849,SAFE
72.694015,34.5719,SAFE
72.793987,34.6590,SAFE
72.893977,34.7462,SAFE
72.994009,34.8335,SAFE
73.094029,34.9208,SAFE
73.194033,35.0083,SAFE
73.294022,35.0958,SAFE
73.394090,35.1834,SAFE
73.493968,35.2711,SAFE
73.593953,35.3588,SAFE
73.694044,35.4466,SAFE
73.794027,35.5346,SAFE
73.894006,35.6225,SAFE
73.994010,35.7106,SAFE
74.094028,35.7987,SAFE
74.193962,35.8869,SAFE
74.293999,35.9752,SAFE
74.393975,36.0636,SAFE
74.494057,36.1520,SAFE
74.594072,36.2405,SAFE
74.694050,36.3291,SAFE
74.794349,36.4177,SAFE
74.894028,36.5064,SAFE
74.994016,36.5952,SAFE
75.093987,36.6840,SAFE
75.194123,36.7729,SAFE
75.293983,36.8619,SAFE
75.394000,36.9510,SAFE
75.494031,37.0401,SAFE
75.595810,37.1292,SAFE
75.694003,37.2185,SAFE
75.794040,37.3078,SAFE
75.893982,37.3971,SAFE
75.994086,37.4866,SAFE
76.093976,37.5761,SAFE
76.193998,37.6656,SAFE
76.293979,37.7552,SAFE
76.394058,37.8449,SAFE
76.493985,37.9346,SAFE
76.594012,38.0244,SAFE
76.694023,38.1143,SAFE
76.793973,38.2042,SAFE
76.894053,38.2942,SAFE
76.994036,38.3842,SAFE
77.094056,38.4743,SAFE
77.194008,38.5644,SAFE
77.294020,38.6546,SAFE
77.394016,38.7449,SAFE
77.494012,38.8352,SAFE
77.594010,38.9255,SAFE
77.694020,39.0159,SAFE
77.794115,39.1064,SAFE
77.894033,39.1969,SAFE
77.994013,39.2875,SAFE
78.094091,39.3781,SAFE
78.194519,39.4688,SAFE
78.294002,39.5595,SAFE
78.394122,39.6503,SAFE
78.493971,39.7412,SAFE
78.593980,39.8320,SAFE
78.694031,39.9230,SAFE
78.794262,40.0140,SAFE
78.894062,40.1050,SAFE
78.994043,40.1961,SAFE
79.093957,40.2872,SAFE
79.193975,40.3784,SAFE
79.294179,40.4696,SAFE
79.394068,40.5609,SAFE
79.494013,40.6522,SAFE
79.593986,40.7435,SAFE
79.694071,40.8349,SAFE
79.794008,40.9264,SAFE
79.893958,41.0179,SAFE
79.994025,41.1094,SAFE
80.094032,41.2010,SAFE
80.194032,41.2927,SAFE
80.294049,41.3843,SAFE
80.394011,41.4761,SAFE
80.493999,41.5678,SAFE
80.594017,41.6596,SAFE
80.694047,41.7515,SAFE
80.794045,41.8434,SAFE
80.894076,41.9353,SAFE
80.993954,42.0273,SAFE
81.094006,42.1193,SAFE
81.193993,42.2113,SAFE
81.294041,42.3034,SAFE
81.394000,42.3956,SAFE
81.494024,42.4877,SAFE
81.593988,42.5800,SAFE
81.694060,42.6722,SAFE
81.794050,42.7645,SAFE
81.894010,42.8568,SAFE
81.993959,42.9492,SAFE
82.094006,43.0416,SAFE
82.194156,43.1341,SAFE
82.294101,43.2266,SAFE
82.394017,43.3191,SAFE
82.493958,43.4116,SAFE
82.594034,43.5042,SAFE
82.694052,43.5969,SAFE
82.793980,43.6895,SAFE
82.894103,43.7822,SAFE
82.993949,43.8750,SAFE
83.094021,43.9678,SAFE
83.194037,44.0606,SAFE
83.293982,44.1534,SAFE
83.394049,44.2463,SAFE
83.494029,44.3392,SAFE
83.594065,44.4322,SAFE
83.694082,44.5251,SAFE
83.794016,44.6182,SAFE
83.893993,44.7112,SAFE
83.993984,44.8043,SAFE
84.093963,44.8974,SAFE
84.194047,44.9905,SAFE
84.294033,45.0837,SAFE
84.394009,45.1769,SAFE
84.494077,45.2702,SAFE
84.593959,45.3635,SAFE
84.693962,45.4568,SAFE
84.794039,45.5501,SAFE
84.894015,45.6435,SAFE
84.994019,45.7369,SAFE
85.094057,45.8303,SAFE
85.194016,45.9238,SAFE
85.294066,46.0173,SAFE
85.394057,46.1108,SAFE
85.493991,46.2044,SAFE
85.593980,46.2979,SAFE
85.693988,46.3915,SAFE
85.793985,46.4852,SAFE
85.894226,46.5789,SAFE
85.994026,46.6726,SAFE
86.094038,46.7663,SAFE
86.194067,46.8600,SAFE
86.294005,46.9538,SAFE
86.394055,47.0476,SAFE
86.494048,47.1415,SAFE
86.594021,47.2353,SAFE
86.694057,47.3292,SAFE
86.794055,47.4232,SAFE
86.894008,47.5171,SAFE
86.994002,47.6111,SAFE
87.094016,47.7051,SAFE
87.195545,47.7991,SAFE
87.294022,47.8932,SAFE
87.394028,47.9873,SAFE
87.493850,48.0814,SAFE
87.593983,48.0814,SAFE
87.693951,48.0814,SAFE
87.793924,48.0814,SAFE
87.893987,48.0814,SAFE
87.993883,48.2697,SAFE
88.094061,48.3639,SAFE
88.194005,48.4581,SAFE
88.294003,48.5523,SAFE
88.394181,48.6466,SAFE
88.494051,48.7409,SAFE
88.594029,48.8352,SAFE
88.694057,48.9295,SAFE
88.794081,49.0239,SAFE
88.894071,49.1182,SAFE
88.994004,49.2127,SAFE
89.094023,49.3071,SAFE
89.193963,49.4015,SAFE
