timestamp,fused_px,fused_py,fused_vx,fused_vy,fusion_variance
0.194017,-22.018100,-2.069500,-0.554000,-0.018000,0.007522
0.294054,-22.073500,-2.071300,-0.554000,-0.018000,0.007522
0.393997,-22.128900,-2.073100,-0.554000,-0.018000,0.007522
0.494343,-22.184200,-2.074900,-0.554000,-0.018000,0.007522
0.594209,-22.239600,-2.076700,-0.554000,-0.018000,0.007522
0.694037,-22.295000,-2.078500,-0.554000,-0.018000,0.007522
0.794049,-22.350400,-2.080300,-0.554000,-0.018000,0.007522
0.894083,-22.405800,-2.082100,-0.554000,-0.018000,0.007522
0.994046,-22.461200,-2.083900,-0.554000,-0.018000,0.007522
1.094015,-22.516600,-2.085700,-0.554000,-0.018000,0.007522
1.194068,-22.572000,-2.087600,-0.554000,-0.018000,0.007522
1.294028,-22.627400,-2.089400,-0.554000,-0.018000,0.007522
1.394042,-22.682800,-2.091200,-0.554000,-0.018000,0.007522
1.494046,-22.738200,-2.093000,-0.554000,-0.018000,0.007522
1.594038,-22.793600,-2.094800,-0.554000,-0.018000,0.007522
1.694029,-22.849000,-2.096600,-0.554000,-0.018000,0.007522
1.793982,-22.904400,-2.098400,-0.554000,-0.018000,0.007522
1.894007,-22.959800,-2.100200,-0.554000,-0.018000,0.007522
1.994040,-23.015200,-2.102000,-0.554000,-0.018000,0.007522
2.093971,-23.070600,-2.103800,-0.554000,-0.018000,0.007522
2.194023,-23.126000,-2.105600,-0.554000,-0.018000,0.007522
2.294080,-23.181400,-2.107500,-0.554000,-0.018000,0.007522
2.394073,-23.236800,-2.109300,-0.554000,-0.018000,0.007522
2.494020,-23.292200,-2.111100,-0.554000,-0.018000,0.007522
2.593936,-23.292200,-2.111100,-0.554000,-0.018000,0.007522
2.694034,-23.292200,-2.111100,-0.554000,-0.018000,0.007522
2.794012,-23.292200,-2.111100,-0.554000,-0.018000,0.007522
2.893949,-23.292200,-2.111100,-0.554000,-0.018000,0.007522
2.994012,-23.292200,-2.111100,-0.554000,-0.018000,0.007522
3.094035,-23.292200,-2.111100,-0.554000,-0.018000,0.007522
